127.0.0.1 - - [05/Nov/2014:10:22:58 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:33:15 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:33:15 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:33:15 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:12:34:25 -0200] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [05/Nov/2014:12:36:51 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:36:53 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:36:53 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:36:53 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:36:53 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:04 -0200] "GET /Pizzaria/Logar?email=rybakovas@gmail.com&senha=123 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:04 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12832
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:04 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:04 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:04 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:12:37:43 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:44 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:44 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:44 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:37:44 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:12:46:23 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:26 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:26 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:26 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:30 -0200] "GET /Pizzaria/Logar?email=rybakovas@gmail.com&senha=123 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:30 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12832
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:31 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:31 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:46:31 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:12:47:15 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:47:16 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:47:16 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:47:16 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:47:16 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:12:50:49 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:49 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:50 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:50 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:50 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:56 -0200] "GET /Pizzaria/Logar?email=rybakovas@gmail.com&senha=123 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:56 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12832
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:57 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:57 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:12:50:57 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:14:22:21 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:21 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:22 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:22 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:22 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:30 -0200] "GET /Pizzaria/Logar?email=rybakovas@gmail.com&senha=123 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:30 -0200] "GET /Pizzaria/index.jsp HTTP/1.1" 200 12832
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:30 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:30 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:22:30 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
127.0.0.1 - - [05/Nov/2014:14:23:33 -0200] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:23:34 -0200] "GET /Pizzaria/home.jsp HTTP/1.1" 200 9468
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:23:34 -0200] "GET /Pizzaria/image/slide/prev.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:23:34 -0200] "GET /Pizzaria/image/slide/next.png HTTP/1.1" 404 1009
0:0:0:0:0:0:0:1 - - [05/Nov/2014:14:23:34 -0200] "GET /Pizzaria/image/slide/ajax-loader.gif HTTP/1.1" 404 1023
